web-scraper-order,web-scraper-start-url,pagination,type chaussure,prix,adresse,image url-src
"1751302917-1231","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures homme","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3538059_uploaded_image1_1643097418.jpg"
"1751302917-1232","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures Homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3537874_uploaded_image1_1643071469.jpg"
"1751302917-1233","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures Homme","9 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3537866_uploaded_image1_1643070467.jpg"
"1751302917-1234","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures Ngaay - cuir","9 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3537865_uploaded_image1_1643070378.jpg"
"1751302917-1235","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures homme","3 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3537695_uploaded_image1_1643059912.jpg"
"1751302917-1236","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Baskets homme","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3537690_uploaded_image1_1643059511.jpg"
"1751302917-1237","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Baskets Nike","140 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3537377_uploaded_image1_1643038874.jpg"
"1751302917-1238","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Babouches marocaines super royal","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3536498_uploaded_image1_1642965489.jpg"
"1751302917-1239","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Babouche talons crêpes homme","11 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3536491_uploaded_image1_1642965105.jpg"
"1751302917-1240","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Boots","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3536045_uploaded_image1_1642929001.jpg"
"1751302917-1241","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Baskets Adidas","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3535909_uploaded_image1_1642897337.jpg"
"1751302917-1242","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Baskets Jordan","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3535592_uploaded_image1_1642875257.jpg"
"1751302917-1243","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Baskets Jordan","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3535587_uploaded_image1_1642875136.jpg"
"1751302917-1244","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Baskets Vans","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3534985_uploaded_image1_1642844745.jpg"
"1751302917-1245","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures homme","27 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3534808_uploaded_image1_1642819209.jpg"
"1751302917-1246","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures cuir","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3534716_uploaded_image1_1642808858.jpg"
"1751302917-1247","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Sandales Orthopédiques","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3534682_uploaded_image1_1642806472.jpg"
"1751302917-1248","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures Orthopédiques","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3534681_uploaded_image1_1642806379.jpg"
"1751302917-1249","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures Orthopédiques","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3534680_uploaded_image1_1642806287.jpg"
"1751302917-1250","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures Orthopédiques","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3534679_uploaded_image1_1642806228.jpg"
"1751302917-1251","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Sandales Orthopédiques","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3534677_uploaded_image1_1642806178.jpg"
"1751302917-1252","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Mocassins homme","20 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3533517_uploaded_image1_1642758168.jpg"
"1751302917-1253","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures homme","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3495970_uploaded_image1_1640293311.jpg"
"1751302917-1254","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures homme","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3495971_uploaded_image1_1640293422.jpg"
"1751302917-1255","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures Berluti","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3532754_uploaded_image2_1642695165.jpeg"
"1751302917-1256","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures homme","20 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3532442_uploaded_image2_1642685434.jpeg"
"1751302917-1257","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures Timberland","30 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3532436_uploaded_image1_1642685155.jpg"
"1751302917-1258","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures homme","7 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3531975_uploaded_image1_1642670741.jpg"
"1751302917-1259","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Chaussures homme","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3531634_uploaded_image1_1642633162.jpg"
"1751302917-1260","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=62","Sandales","12 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3531632_uploaded_image2_1642633071.jpeg"
"1751302926-1261","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","Baskets homme","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468914_uploaded_image1_1638647812.jpg"
"1751302926-1262","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","Baskets Nike","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468650_uploaded_image1_1638634820.jpg"
