web-scraper-order,web-scraper-start-url,pagination,type,prix,imgUrl-src,adress
"1751301393-127","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Lacoste homme","5 000CFA","https://images.coinafrique.com/thumb_4849672_uploaded_image1_1721327090.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301393-128","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Short Cargo homme","6 500CFA","https://images.coinafrique.com/thumb_4849678_uploaded_image1_1721327195.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301393-129","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","T-shirts en coton","5 000CFA","https://images.coinafrique.com/thumb_4896764_uploaded_image1_1723777873.jpg","Medina, Dakar, Sénégal"
"1751301393-130","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Jeans homme","7 000CFA","https://images.coinafrique.com/thumb_4896573_uploaded_image1_1723761459.jpg","Mbao, Dakar, Sénégal"
"1751301393-131","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Caleçons en coton","1 000CFA","https://images.coinafrique.com/thumb_4896568_uploaded_image3_1723761253.jpeg","Mbao, Dakar, Sénégal"
"1751301393-132","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemises homme","7 000CFA","https://images.coinafrique.com/thumb_4894034_uploaded_image2_1723643245.jpeg","Dakar Plateau, Dakar, Sénégal"
"1751301393-133","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Shorts","3 000CFA","https://images.coinafrique.com/thumb_4892992_uploaded_image1_1723587302.jpg","Dakar, Sénégal"
"1751301393-134","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalons homme","7 000CFA","https://images.coinafrique.com/thumb_4892420_uploaded_image1_1723566282.jpg","Dakar, Sénégal"
"1751301393-135","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Tenue de travail","15 000CFA","https://images.coinafrique.com/thumb_4891855_uploaded_image1_1723551048.jpg","Parcelle Assainies, Dakar, Sénégal"
"1751301393-136","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Uniformes","10 000CFA","https://images.coinafrique.com/thumb_4890367_uploaded_image1_1723471839.jpg","Parcelle Assainies, Dakar, Sénégal"
"1751301393-137","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Grand boubou Geztner","Prix sur demande","https://images.coinafrique.com/thumb_4887989_uploaded_image1_1723332490.jpg","Dakar, Sénégal"
"1751301393-138","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Short de plage","4 000CFA","https://images.coinafrique.com/thumb_4885692_uploaded_image1_1723205631.jpg","Sicap Liberté, Dakar, Sénégal"
"1751301393-139","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Vêtements homme","7 000CFA","https://images.coinafrique.com/thumb_4884707_uploaded_image2_1723145659.jpeg","Dakar, Sénégal"
"1751301393-140","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Vêtements homme","10 000CFA","https://images.coinafrique.com/thumb_4884700_uploaded_image1_1723145459.jpg","Dakar, Sénégal"
"1751301393-141","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Débadeur homme","5 000CFA","https://images.coinafrique.com/thumb_4839315_uploaded_image1_1720768264.jpg","Colobane, Dakar, Sénégal"
"1751301393-142","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Costumes africains","Prix sur demande","https://images.coinafrique.com/thumb_4882578_uploaded_image1_1723045735.jpg","Guediawaye, Dakar, Sénégal"
"1751301393-143","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pack de 03 boxers","6 000CFA","https://images.coinafrique.com/thumb_4881277_uploaded_image1_1722988071.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301393-144","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Tenues de travail","15 000CFA","https://images.coinafrique.com/thumb_4880327_uploaded_image1_1722954765.jpg","Parcelle Assainies, Dakar, Sénégal"
"1751301393-145","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemise Al Hadj","8 000CFA","https://images.coinafrique.com/thumb_4876895_uploaded_image1_1722786591.jpg","Dakar, Sénégal"
"1751301393-146","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Jean","6 500CFA","https://images.coinafrique.com/thumb_4869825_uploaded_image1_1722443420.jpg","Mbao, Dakar, Sénégal"
"1751301393-147","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Jeans Lewis","8 000CFA","https://images.coinafrique.com/thumb_4868068_uploaded_image1_1722358006.jpg","Mbao, Dakar, Sénégal"
"1751301393-148","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Polo","7 000CFA","https://images.coinafrique.com/thumb_4866756_uploaded_image1_1722291040.jpg","Dakar, Sénégal"
"1751301393-149","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemise homme","7 000CFA","https://images.coinafrique.com/thumb_4865307_uploaded_image1_1722208226.jpg","Mbao, Dakar, Sénégal"
"1751301393-150","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Jean  homme","8 000CFA","https://images.coinafrique.com/thumb_4865278_uploaded_image1_1722205947.jpg","Mbao, Dakar, Sénégal"
"1751301393-151","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Jean  Casual Denin","8 000CFA","https://images.coinafrique.com/thumb_4865273_uploaded_image1_1722205748.jpg","Mbao, Dakar, Sénégal"
"1751301393-152","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Vêtements  homme","7 500CFA","https://images.coinafrique.com/thumb_4864856_uploaded_image1_1722174913.jpg","Patte d'oie, Dakar, Sénégal"
"1751301393-153","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble short","7 000CFA","https://images.coinafrique.com/thumb_4864161_uploaded_image1_1722118825.jpg","Dakar, Sénégal"
"1751301393-154","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon Kaki","7 000CFA","https://images.coinafrique.com/thumb_4814470_uploaded_image1_1719529943.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301393-155","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble homme","13 000CFA","https://images.coinafrique.com/thumb_4814476_uploaded_image1_1719530168.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301393-156","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","T-shirt  Amiri","11 500CFA","https://images.coinafrique.com/thumb_4862913_uploaded_image1_1722041225.jpg","Ouest Foire, Dakar, Sénégal"
"1751301393-157","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemise coton","7 000CFA","https://images.coinafrique.com/thumb_4812727_uploaded_image1_1719441661.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301393-158","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble homme","13 000CFA","https://images.coinafrique.com/thumb_4812716_uploaded_image1_1719441496.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301393-159","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Ensemble homme","13 000CFA","https://images.coinafrique.com/thumb_4812710_uploaded_image1_1719441390.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301393-160","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Polo Lacoste homme","6 000CFA","https://images.coinafrique.com/thumb_4812703_uploaded_image1_1719440832.jpg","Dakar Plateau, Dakar, Sénégal"
"1751301393-161","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Sous vêtements homme","3 500CFA","https://images.coinafrique.com/thumb_4860572_uploaded_image1_1721918196.jpg","Sacré-Coeur, Dakar, Sénégal"
"1751301393-162","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Polo Lacoste","15 000CFA","https://images.coinafrique.com/thumb_4860541_uploaded_image1_1721917261.jpg","Keur Massar, Sénégal"
"1751301393-163","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Pantalon kaki","8 000CFA","https://images.coinafrique.com/thumb_4860362_uploaded_image1_1721910770.jpg","Parcelle Assainies, Dakar, Sénégal"
"1751301393-164","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemise miron","7 000CFA","https://images.coinafrique.com/thumb_4860351_uploaded_image1_1721910574.jpg","Parcelle Assainies, Dakar, Sénégal"
"1751301393-165","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","chemise fleurette","6 000CFA","https://images.coinafrique.com/thumb_4860347_uploaded_image1_1721910490.jpg","Parcelle Assainies, Dakar, Sénégal"
"1751301393-166","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Chemise","7 000CFA","https://images.coinafrique.com/thumb_4860338_uploaded_image1_1721910288.jpg","Parcelle Assainies, Dakar, Sénégal"
"1751301393-167","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Manteau pour homme","15 000CFA","https://images.coinafrique.com/thumb_4814176_uploaded_image1_1719516775.jpg","Colobane, Dakar, Sénégal"
"1751301393-168","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=10","Djelaba  homme","8 000CFA","https://images.coinafrique.com/thumb_4814184_uploaded_image1_1719516959.jpg","Colobane, Dakar, Sénégal"
"1751301399-169","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","Jellaba + babouches et bonnet","20 000CFA","https://images.coinafrique.com/thumb_4680039_uploaded_image1_1712447831.jpg","Colobane, Dakar, Sénégal"
"1751301399-170","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","Ensemble homme","9 000CFA","https://images.coinafrique.com/thumb_4722736_uploaded_image1_1714691768.jpg","Dakar, Sénégal"
"1751301399-171","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","Ensemble homme","9 000CFA","https://images.coinafrique.com/thumb_4722685_uploaded_image1_1714690059.jpg","Dakar, Sénégal"
"1751301399-172","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","Ensemble short pour homme","12 000CFA","https://images.coinafrique.com/thumb_4716505_uploaded_image1_1714404193.jpg","Dakar, Sénégal"
"1751301399-173","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","Pantalon Kaki","12 000CFA","https://images.coinafrique.com/thumb_4716338_uploaded_image1_1714397333.jpg","Dakar, Sénégal"
"1751301399-174","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","Jacket cuir","25 000CFA","https://images.coinafrique.com/thumb_4715547_uploaded_image2_1714342505.jpeg","Dakar, Sénégal"
"1751301399-175","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","Ensemble kaki Lacoste","Prix sur demande","https://images.coinafrique.com/thumb_4714843_uploaded_image1_1714297976.jpg","Guediawaye, Dakar, Sénégal"
"1751301399-176","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","Chemise","Prix sur demande","https://images.coinafrique.com/thumb_4714841_uploaded_image1_1714297872.jpg","Guediawaye, Dakar, Sénégal"
"1751301399-177","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","Ensemble  homme","Prix sur demande","https://images.coinafrique.com/thumb_4714839_uploaded_image1_1714297782.jpg","Guediawaye, Dakar, Sénégal"
"1751301399-178","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","Polos Lacoste","8 000CFA","https://images.coinafrique.com/thumb_4714541_uploaded_image1_1714257847.jpg","Parcelle Assainies, Dakar, Sénégal"
"1751301399-179","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","Boubou 3 pièces Super cent anglais","40 000CFA","https://images.coinafrique.com/thumb_4668042_uploaded_image1_1711894126.jpg","Colobane, Dakar, Sénégal"
"1751301399-180","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","Boubou 3 pièces Supercent anglais","40 000CFA","https://images.coinafrique.com/thumb_4668037_uploaded_image1_1711894001.jpg","Colobane, Dakar, Sénégal"
"1751301399-181","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","Vêtement homme supercent anglais","15 000CFA","https://images.coinafrique.com/thumb_4667498_uploaded_image1_1711841710.jpg","Colobane, Dakar, Sénégal"
"1751301399-182","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","Vêtements homme supercent anglais","15 000CFA","https://images.coinafrique.com/thumb_4667495_uploaded_image1_1711841606.jpg","Colobane, Dakar, Sénégal"
"1751301399-183","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","Ensemble homme","Prix sur demande","https://images.coinafrique.com/thumb_4713165_uploaded_image1_1714164738.jpg","Grand Dakar, Dakar, Sénégal"
"1751301399-184","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","T-shirt","Prix sur demande","https://images.coinafrique.com/thumb_4711103_uploaded_image1_1714065651.jpg","Biscuiterie, Dakar, Sénégal"
"1751301399-185","https://sn.coinafrique.com/categorie/vetements-homme","https://sn.coinafrique.com/categorie/vetements-homme?page=14","Djellaba","10 000CFA","https://images.coinafrique.com/thumb_4709202_uploaded_image1_1713982975.jpg","Medina, Dakar, Sénégal"
